review_id,prof_ID,rating,predicted_aspect,clause_with_score
17552,147,2.5,workload,"It's a really confusing class at first. [0.35, 0.33, 0.37]"
17552,147,2.5,misc,"but once you get used to it it's really fun. [0.09, -0.01, 0.15]"
17552,147,2.5,instructional_effectiveness,"I learned a lot most of it self directed. [0.42, 0.12, 0.24]"
17552,147,2.5,instructional_effectiveness,"I learned how to be more inquisitive and self reliant. [0.35, 0.17, 0.23]"
17552,147,2.5,instructional_effectiveness,"I enjoyed his class. [0.47, 0.22, 0.27]"
17552,147,2.5,workload,"There are no tests but homework is due every class. [0.3, 0.44, 0.59]"
13149,641,1.0,instructional_effectiveness,"Mr. Reed is not very good at teaching. [0.44, 0.22, 0.28]"
13149,641,1.0,instructional_effectiveness,"His lectures drag on and on to the point where it made me decide to just not go to class. [0.48, 0.27, 0.35]"
13149,641,1.0,instructional_effectiveness,"He loves to go off topic during lectures too. [0.46, 0.14, 0.28]"
13149,641,1.0,fairness,"Your grade is based on 3 essay exams one that is 200 points then the other two are 400. [0.21, 0.52, 0.45]"
13149,641,1.0,misc,"Advice? [0.05, 0.05, 0.06]"
13149,641,1.0,workload,"Go to the TEACHING ASSISTANT and SI study sessions. [0.35, 0.18, 0.35]"
13149,641,1.0,instructional_effectiveness,"You learn more there and get to the point [0.35, 0.25, 0.28]"
12364,842,5.0,workload,"If you've never taken an online course don't be afraid. [0.24, 0.16, 0.37]"
12364,842,5.0,workload,"This teacher helps you and is understanding about tech frustration. [0.45, 0.32, 0.46]"
12364,842,5.0,workload,"It's a great LIT course. [0.37, 0.19, 0.4]"
12364,842,5.0,workload,"I loved the readings and also reading my classmates' work. [0.26, 0.14, 0.3]"
12364,842,5.0,instructional_effectiveness,"I learned a lot about them and myself. [0.33, 0.16, 0.23]"
11322,174,4.5,instructional_effectiveness,"Don't let his big bad this class will kill you or I will attitude scare you at first. [0.29, 0.21, 0.18]"
11322,174,4.5,instructional_effectiveness,"He is a really nice guy and has had a profound impact on many many students. [0.5, 0.28, 0.25]"
11322,174,4.5,workload,"classes not too hard just do your work and FOLLOW DIRECTIONS or he may eat you up for that. [0.3, 0.18, 0.38]"
11322,174,4.5,instructional_effectiveness,"Is quite willing to work with you on things. [0.18, 0.02, 0.16]"
11322,174,4.5,misc,"sense of humor comes across as anger its not. [0.07, 0.09, 0.02]"
13883,1367,4.5,instructional_effectiveness,"Dr. Farmen's style is very interesting. [0.24, 0.01, 0.1]"
13883,1367,4.5,instructional_effectiveness,"Very enjoyable in class although he talks about sex WAY too much. [0.48, 0.22, 0.27]"
13883,1367,4.5,misc,"I said he wasn't hot cause he's like 70 years old. [-0.02, 0.04, -0.03]"
344,1077,4.0,instructional_effectiveness,"Overall a good teacher. [0.57, 0.35, 0.3]"
344,1077,4.0,instructional_effectiveness,"He does notes via chalkboard though and doesn't post slides on Blackboard. [0.27, 0.12, 0.2]"
344,1077,4.0,workload,"So basically you have to go to class. [0.32, 0.32, 0.44]"
344,1077,4.0,instructional_effectiveness,"People say that he crams you with mechanism information but that is what O Chem is. [0.21, 0.03, 0.14]"
344,1077,4.0,misc,"Chemical mechanisms. [0.07, -0.03, -0.02]"
344,1077,4.0,instructional_effectiveness,"I thought he did a very good job teaching difficult material. [0.55, 0.25, 0.38]"
344,1077,4.0,workload,"Definitely buy the book though. [0.16, 0.07, 0.19]"
1659,700,5.0,instructional_effectiveness,"I highly recommend this professor! [0.47, 0.2, 0.32]"
1659,700,5.0,instructional_effectiveness,"She is intelligent and cares about her students very much. [0.36, 0.24, 0.24]"
1659,700,5.0,instructional_effectiveness,"I loved her class the most out of all of my political science courses so far. [0.31, 0.17, 0.23]"
1659,700,5.0,workload,"Be prepared to read everything though and to work for your grade. [0.36, 0.42, 0.54]"
1659,700,5.0,workload,"The tests aren't too bad if you read all of the material and keep up with your assignments. [0.4, 0.42, 0.67]"
15480,431,5.0,instructional_effectiveness,"Gary is an amazing prof! [0.36, 0.15, 0.18]"
15480,431,5.0,workload,"i have never looked forward to going to any class as much as i do for Gary's! [0.28, 0.23, 0.31]"
15480,431,5.0,workload,"He doesn't rush through info and repeats info that's crucial. [0.23, 0.05, 0.29]"
15480,431,5.0,instructional_effectiveness,"Plus he makes time for his students and is always willing to help. [0.35, 0.19, 0.32]"
15480,431,5.0,instructional_effectiveness,"He is a tough marker but a great guy all around and soo funny! [0.2, 0.1, 0.09]"
15480,431,5.0,workload,"You must take this class it's amazing! [0.35, 0.23, 0.4]"
1962,732,2.0,instructional_effectiveness,"I personally did not like his teaching style. [0.48, 0.26, 0.22]"
1962,732,2.0,instructional_effectiveness,"Powerpoint slides are not very helpful he just lists key terms! [0.3, 0.16, 0.22]"
1962,732,2.0,instructional_effectiveness,"I had to rely heavily on the book because he spoke very quickly in lecture. [0.5, 0.13, 0.34]"
1962,732,2.0,instructional_effectiveness,"VERY HELPFUL tip if you have to take him make sure you record all lectures b c most of his exams are out of what he says in class!! [0.49, 0.25, 0.38]"
7565,11,3.0,instructional_effectiveness,"It's a good elective class. [0.37, 0.34, 0.35]"
7565,11,3.0,workload,"It's not difficult and he's an interesting character. [0.23, 0.03, 0.27]"
7565,11,3.0,instructional_effectiveness,"I wouldn't recommend this class to people who are wanting an intellectual thought provoking class you watch movies and talk about them but it was decent and easy. [0.46, 0.28, 0.39]"
7565,11,3.0,instructional_effectiveness,"Everyone has to give their opinion so be prepared to talk in class. [0.46, 0.39, 0.32]"
16046,447,3.5,instructional_effectiveness,"too critical of others' habits and at times a bit despotic but overall he is an excellent professor. [0.54, 0.25, 0.29]"
18405,907,5.0,fairness,"Has a good rep and they're right. [0.12, 0.21, 0.01]"
18405,907,5.0,instructional_effectiveness,"He is amazing. [0.26, -0.03, -0.0]"
18405,907,5.0,misc,"Told us first day that he won't bore us but we're not allowed to bore him! [0.13, 0.05, 0.06]"
18405,907,5.0,workload,"Better do your work tho. [0.12, 0.16, 0.26]"
18405,907,5.0,instructional_effectiveness,"Great prof. [0.41, 0.16, 0.2]"
18060,150,1.0,instructional_effectiveness,"Worst prof ever he doesnt care about his students lives. [0.33, 0.25, 0.23]"
18060,150,1.0,misc,"I sometime question his true intentions [0.07, -0.03, -0.04]"
15801,430,5.0,instructional_effectiveness,"Clear intelligent and a delight to work with. [0.33, 0.2, 0.22]"
5523,1387,4.5,instructional_effectiveness,"Great Professor. [0.49, 0.13, 0.18]"
5523,1387,4.5,instructional_effectiveness,"She is really helpful and knows how to teach Spanish real well. [0.39, 0.05, 0.12]"
5523,1387,4.5,workload,"As long as you come to class and do the assignments you will do well. [0.39, 0.38, 0.53]"
5523,1387,4.5,instructional_effectiveness,"I highly recommend her. [0.17, 0.01, 0.04]"
74,1370,1.0,misc,"Should've listened to everyone on here. [0.07, 0.07, 0.06]"
74,1370,1.0,misc,"Not sure how this guy still has a job. [0.12, 0.02, 0.08]"
74,1370,1.0,workload,"Unreal requirements that would not apply in the real world. [0.05, 0.19, 0.19]"
74,1370,1.0,instructional_effectiveness,"All based on what HE wants to see not what is logical. [0.17, 0.12, 0.09]"
74,1370,1.0,fairness,"Even if you're work is correct it has to be done in his ridiculously specific manner in order and you will STILL lose points. [0.15, 0.23, 0.13]"
74,1370,1.0,workload,"Avoid at all costs! [0.02, 0.12, 0.15]"
11435,250,5.0,misc,"Michaels is super awesome and super hunky. [0.05, -0.05, -0.04]"
11435,250,5.0,instructional_effectiveness,"Enough said. [0.17, 0.03, 0.13]"
521,49,4.0,misc,"I had Ms. Hampton this past spring [0.04, 0.05, 0.05]"
521,49,4.0,workload,"and I must say it was quite a challenge. [0.02, 0.1, 0.23]"
521,49,4.0,instructional_effectiveness,"I can see why people may say that she really doesn't interact as much with the students during class... [0.38, 0.23, 0.28]"
521,49,4.0,workload,"but on the other hand I have to say that she is extremely smart. [0.19, 0.13, 0.2]"
521,49,4.0,misc,"She definitely knows her info. [0.09, -0.07, 0.02]"
521,49,4.0,fairness,"I received an A but it did not come easy. [0.08, 0.2, 0.15]"
521,49,4.0,instructional_effectiveness,"Overall she was a fairly desce [0.16, 0.13, 0.07]"
19339,281,4.0,misc,"kinda arrocant [0.04, -0.01, 0.05]"
19339,281,4.0,instructional_effectiveness,"a good teacher [0.53, 0.23, 0.25]"
12496,286,4.0,workload,"Huddle is laid back good sense of humor but beware- in this class at least 75 percent of your grade is pop quizzes on the readings. [0.31, 0.33, 0.4]"
12496,286,4.0,workload,"They're easy but you have to do the readings. [0.21, 0.22, 0.51]"
12496,286,4.0,workload,"Also class can get a bit dull you read out loud a LOT but is mostly easy and a good excuse to just read the books. [0.48, 0.33, 0.59]"
10855,43,5.0,instructional_effectiveness,"Smart funny and engaging. [0.35, 0.22, 0.19]"
19861,1238,5.0,misc,"She is the best super supportive and sweet and will do anything to help you! [0.08, -0.01, 0.02]"
19861,1238,5.0,instructional_effectiveness,"I highly recommend her! [0.16, 0.0, 0.05]"
1350,1133,1.5,instructional_effectiveness,"ITS VERY HARD TO UNDERSTAND HIM!!!!!!!!! [0.19, 0.1, 0.11]"
1350,1133,1.5,workload,"he wont give you reviews for any exam.... not very helpful [EMOJI] PLEASE DON'T BUY HES BOOK we don't even use it and its very expensive [0.41, 0.32, 0.41]"
9244,1349,5.0,workload,"I have him for Cal II his tests are easy and always give 5 extra point for every test. [0.27, 0.37, 0.47]"
9244,1349,5.0,misc,"Would take him again. [0.03, 0.01, -0.0]"
9190,88,1.0,instructional_effectiveness,"horrible class [0.33, 0.33, 0.31]"
9190,88,1.0,misc,"person..... enough said.... wait one more thing.... wiffed out [0.03, 0.01, 0.03]"
138,875,5.0,instructional_effectiveness,"She's an awesome professor! [0.4, 0.13, 0.16]"
138,875,5.0,instructional_effectiveness,"I never thought I will enjoy writing til I had her as my professor! [0.25, 0.1, 0.19]"
6411,676,5.0,instructional_effectiveness,"She is Awesome... this is truly one of the only classes I have enjoyed. [0.36, 0.15, 0.23]"
6411,676,5.0,workload,"The class and assignments are engaging and as challenging as you want them to be. [0.52, 0.48, 0.64]"
6411,676,5.0,instructional_effectiveness,"I found her to be very helpful I was not familiar with a lot of the computer programs and she was always there to help she is also very talented. [0.23, 0.01, 0.1]"
9685,1028,1.5,workload,"This class is not hard to pass but it is hard to tolerate. [0.35, 0.42, 0.47]"
9685,1028,1.5,misc,"This man is impossible to listen to and brutal to meet with in his office. [0.07, -0.09, 0.06]"
9685,1028,1.5,instructional_effectiveness,"You will learn some interesting material and read some good cases but be prepared to use a thesaurus in class if you want to understand him. [0.41, 0.2, 0.29]"
8700,1050,4.0,instructional_effectiveness,"Dr. Donahoe is very passionate about her work which makes the class so much better. [0.37, 0.16, 0.29]"
8700,1050,4.0,workload,"The homework assignments are through pearson so they can be kind of difficult. [0.3, 0.38, 0.49]"
8700,1050,4.0,workload,"The quizzes are online but pretty easy. [0.27, 0.23, 0.43]"
8700,1050,4.0,fairness,"There are 3 tests and a final not cumulative and she drops the lowest score of each category. [0.12, 0.42, 0.34]"
8700,1050,4.0,workload,"The only thing I didn't like were the labs. [0.05, 0.1, 0.15]"
10186,699,5.0,instructional_effectiveness,"one of the best courses at Tech taught by a very good efficient teacher. [0.47, 0.18, 0.39]"
10186,699,5.0,instructional_effectiveness,"Karthik is a nice person very approachable and very meticulous in his work. [0.3, 0.08, 0.13]"
10186,699,5.0,instructional_effectiveness,"Enriching experience! [0.28, 0.13, 0.2]"
12971,224,1.0,workload,"Very difficult to understand. [0.28, 0.16, 0.29]"
12971,224,1.0,instructional_effectiveness,"Teaches as if we should all be experts in Economics. [0.46, 0.29, 0.25]"
12971,224,1.0,workload,"Mid-Term and Final exam awful. [0.33, 0.44, 0.52]"
18937,68,4.0,instructional_effectiveness,"April is a good teacher. [0.33, 0.2, 0.18]"
18937,68,4.0,instructional_effectiveness,"Her being deaf forces us to better learn sign language so that we can ask her questions know our assignments and have any possibility of doing well on tests. [0.31, 0.14, 0.26]"
18937,68,4.0,workload,"The ASL Lab is boring though... but April is very helpful. [0.17, 0.13, 0.29]"
