prof_ID,professor,school,department,state,average_rating,review_count
520,James Cawley,Case Western Reserve University,Materials Science department,OH,3.5833333333333335,18
521,James Cebula,University of Cincinnati Blue Ash College,History department,OH,3.1666666666666665,18
522,James Chambers,University of Texas at San Antonio,Biology department,TX,3.125,20
523,James Curran,John Jay College of Criminal Justice,Law department,NY,4.533333333333333,15
524,James Davig,Wharton County Junior College,Accounting department,TX,2.0555555555555554,9
525,James Daybell,Central Michigan University,History department,MI,4.052631578947368,19
527,James Garner,University of North Florida,Physics department,FL,2.25,20
528,James Hannon,Rice University,Physics department,TX,4.0625,8
529,James Muckell,Nyack College,Accounting department,NY,4.766666666666667,15
532,James Robinson,Eastern Michigan University,Communication department,MI,2.264705882352941,17
533,James Terry,Stephens College,Fine Arts department,MO,3.6875,16
534,James Tompkins,Kennesaw State University,Finance department,GA,4.2105263157894735,19
535,James Worley,Angelo State University,Theater department,TX,3.4,10
536,Jamie Bush,University of Toronto - St. George Campus,English department,ON,4.55,10
537,Jamie Mills,University of Alabama,Education department,AL,1.5526315789473684,19
540,Jan Tarski,College of San Mateo,Mathematics department,CA,2.6,20
541,Jane Dunn,Henderson State University,Biology department,AR,3.7777777777777777,18
542,Jane Nodine,University of South Carolina Upstate,Fine Arts department,SC,3.5,13
544,Jans Wager,Utah Valley University,English department,UT,4.425,20
546,Jason Sloan,Maryland Institute College of Art,Interaction Design & Art department,MD,4.973684210526316,19
548,Jay Ko,Parkland College,Mathematics department,IL,4.15,20
549,Jean Craig-Teerlink,California College of the Arts,Graphic Arts department,CA,2.923076923076923,13
551,Jeff Kurtz,Denison University,Communication department,OH,4.038461538461538,13
552,Jeff Lynn,Slippery Rock University,Science department,PA,4.266666666666667,15
553,Jeff Price,Oklahoma State University,Graphic Arts department,OK,3.5,15
556,Jeffery Zorn,Santa Clara University,English department,CA,4.052631578947368,19
557,Jeffrey Gutliph,Georgia State University Perimeter College - Decatur,Mathematics department,GA,4.575,20
558,Jeffrey Kent,Volunteer State Community College,Biology department,TN,4.475,20
560,Jeffrey Salloway,University of New Hampshire (all campuses),Health Science department,NH,3.5526315789473686,19
561,Jeffrey Sawyer,University of Baltimore,History department,MD,3.730769230769231,13
562,Jenni Marshall,University of Cincinnati Blue Ash College,Education department,OH,2.875,12
563,Jennifer Austin,Winthrop University,Music department,SC,4.578947368421052,19
564,Jennifer Jossendal,Kishwaukee College,History department,IL,2.75,20
565,Jennifer Krozier,Indiana State University,Criminal Justice department,IN,4.15,20
566,Jennifer Shaw,Sonoma State University,Art History department,CA,3.763157894736842,19
567,Jennifer Spock,Eastern Kentucky University,History department,KY,3.925,20
569,Jeremy Rosenau,Philadelphia University,Business department,PA,2.9642857142857144,14
570,Jeremy Van Antwerp,Calvin College,Engineering department,MI,2.8684210526315788,19
572,Jerome Taylor,University of Pittsburgh,African Studies department,PA,1.7777777777777777,18
573,Jerry Colasurdo,Pasadena City College,Sociology department,CA,4.1,20
574,Jerry Giger,Malone University,Music department,OH,4.5625,8
576,Jerry Johnson,Western Washington University,Mathematics department,WA,4.15,20
577,Jerry Jones,El Centro College,Music department,TX,3.676470588235294,17
578,Jerry Scripps,Grand Valley State University,Computer Science department,MI,3.45,20
580,Jessica Hartos,University of North Carolina at Charlotte,Health Science department,NC,3.9545454545454546,11
581,Jessica Wyman,The Ontario College of Art and Design University (OCAD U),Art History department,ON,3.6153846153846154,13
582,Jessie Yearwood,El Centro College,Hospitality department,TX,2.975,20
584,Jim Burns,Texas Tech University,Business department,TX,3.625,16
585,Jim Cantrell,Tennessee Tech University,Film department,TN,4.0625,8
586,Jim Curtis,University of Waterloo,Sociology department,ON,4.447368421052632,19
587,Jim Lissemore,John Carroll University,Biology department,OH,4.125,20
588,Jim Mulrooney,Central Connecticut State University,Biology department,CT,4.75,20
589,Jim Pletcher,Denison University,Political Science department,OH,3.5,17
590,Jim Slowiak,University of Akron,Theater department,OH,3.5,10
591,Jim Uyekawa,East Los Angeles College,Fine Arts department,CA,4.05,20
592,Jim Walker,Indiana University Bloomington,Economics department,IN,3.925,20
593,Jim Whitehead,University of California Santa Cruz,Computer Science department,CA,4.117647058823529,17
595,Joan Felt,Sonoma State University,Languages department,CA,4.575,20
596,Joan Krone,Denison University,Computer Science department,OH,2.4,10
597,Joan Lobo,Ryerson University,Finance department,ON,2.575,20
598,Joan McAfee,Southern Connecticut State University,Theater department,CT,4.525,20
599,Joan Sallenger,University of South Carolina,Mathematics department,SC,3.05,20
600,Joann Chirico,Pennsylvania State University - Beaver,Sociology department,PA,3.763157894736842,19
601,Joann Eisberg,Chaffey College (all campuses),Astronomy department,CA,4.275,20
604,Joe Murdico,Moorpark College,Psychology department,CA,4.75,20
606,Joel Zeitlin,California State University,Mathematics department,Northridge,4.117647058823529,17
607,Joey Parker,University of Alabama,Engineering department,AL,4.375,8
609,John Alcaraz,San Diego State University,Health Science department,CA,2.7777777777777777,9
611,John Baer,Rider University,Education department,NJ,4.05,20
612,John Baker,University of Alabama,Engineering department,AL,4.7,20
613,John Beneski,West Chester University of Pennsylvania,Science department,PA,2.025,20
615,John Bryden,Southern Illinois University - Edwardsville,Mathematics department,IL,4.1875,8
616,John Burk,University of Pittsburgh,Mathematics department,PA,4.95,20
617,John Burton,Connecticut College,Anthropology department,CT,4.526315789473684,19
618,John Charlesworth,Napa Valley College,Astronomy department,CA,4.2,20
619,John Constantino,Cumberland County College,History department,NJ,4.9411764705882355,17
620,John Corvino,Wayne State University,Philosophy department,MI,4.425,20
621,John Cunningham,Skidmore College,Fine Arts department,NY,2.8333333333333335,18
622,John Curra,Eastern Kentucky University,Sociology department,KY,3.55,20
623,John Curran,Harper College,Theater department,IL,4.75,8
624,John Douglass,University of Cincinnati Blue Ash College,History department,OH,1.725,20
625,John Enomoto,East Los Angeles College,Computer Science department,CA,3.475,20
627,John Everett,Loyola University Maryland,Marketing department,MD,4.5,11
628,John Everitt,Brandon University,Geography department,MB,3.6470588235294117,17
629,John Ferguson,Eastern Kentucky University,Education department,KY,4.461538461538462,13
630,John Gallaher,Northwest Missouri State University,English department,MO,4.5,19
631,John Greenland,Eastern University,Music department,PA,3.9444444444444446,9
632,John Halfman,Hobart and William Smith Colleges,Science department,NY,3.590909090909091,11
636,John Keating,Stevens Institute of Technology,Business department,NJ,2.0833333333333335,12
637,John Kneski,Florida International University,Honors department,FL,4.346153846153846,13
639,John Moliassa,University of Michigan - Flint,Mathematics department,MI,4.15,20
640,John Nelson,University of South Carolina,Biology department,SC,4.055555555555555,18
641,John Patierno,Bergen Community College,Anthropology department,NJ,4.631578947368421,19
642,John Reed,University of Utah,History department,UT,2.9,20
646,John Tudor,Saint Joseph\'s University,Biology department,PA,4.5,20
647,John Verdi,St. John\'s College,Philosophy department,MD,4.9,10
648,John Weigand,West Virginia University,Music department,WV,4.5,10
649,John Westwater,University of Washington,Mathematics department,WA,2.05,10
650,John Zenger,Brigham Young University-Idaho,Biology department,ID,4.075,20
651,Johnetta Richards,San Francisco State University,Ethnic Studies department,CA,2.6,20
653,Jon Fisher,Saint Louis University,Biology department,MO,4.1,20
656,Jon Vredevoogd,Michigan State University,Design department,MI,3.9375,8
657,Jonathan Anning,Slippery Rock University,Science department,PA,4.075,20
658,Jonathan Caspi,Montclair State University,Family & Child Studies department,NJ,3.575,20
659,Jonathan Szura,Rutgers - State University of New Jersey,Psychology department,NJ,2.3157894736842106,19
662,Joseph Davidson,Arizona State University,Engineering department,AZ,2.611111111111111,9
663,Joseph Fruscione,George Washington University,Writing department,DC,3.35,20
664,Joseph Sierra,Pasadena City College,Film department,CA,4.375,20
665,Josh Nichols,Monroe Community College,Geology department,NY,2.625,8
666,Joy Allameh,Eastern Kentucky University,English department,KY,2.066666666666667,15
670,Juanita Campos,University of Texas at San Antonio,Languages department,TX,3.25,20
671,Judy Adams,North Idaho College,Mathematics department,ID,1.2,20
672,Judy Berasi,Pennsylvania State University - Beaver,English department,PA,3.78125,16
673,Judy Gregg,Citrus College,Psychology department,CA,4.9,20
674,Judy Navas,Sonoma State University,Fine Arts department,CA,2.8947368421052633,19
676,Julia Allen,Georgia State University Perimeter College - Decatur,Sociology department,GA,3.05,20
677,Julia Jasken,McDaniel College,English department,MD,4.388888888888889,9
678,Julie Ablarde,Loyalist College,Nursing department,ON,4.5,15
679,Julie Benavides,East Los Angeles College,Family & Consumer Science department,CA,5.0,10
681,Julie Giles,DeVry University - Addison,Business department,IL,3.85,10
682,Julie Towell,Wayne State University,English department,MI,2.8421052631578947,19
683,Julie Weishar,Parkland College,Theater department,IL,3.4375,8
684,K Jones,Volunteer State Community College,Mathematics department,TN,3.5454545454545454,11
686,K McLean,Volunteer State Community College,Languages department,TN,3.0,10
687,Kaci Ariza,Valencia College - East and West Campus,Graphic Arts department,FL,4.444444444444445,9
692,Karen Carr,Rhode Island College,Writing department,RI,3.3,20
693,Karen Debalbian,Northampton Community College,English department,PA,3.625,8
694,Karen Douglas,San Antonio College,Psychology department,TX,3.175,20
695,Karen Everage,Florida State University,Mathematics department,FL,3.725,20
696,Karen Kaplowitz,John Jay College of Criminal Justice,English department,NY,4.075,20
697,Karen Stanish,Keene State College,Mathematics department,NH,4.5,14
698,Karen Stewart,Miami Dade College (all),Humanities department,FL,4.925,20
699,Karlene Ferrante,University of Wisconsin - Stevens Point,Communication department,WI,3.5,20
700,Karthik Silaipillayarputhur,Tennessee Tech University,Engineering department,TN,4.725,20
701,Kate Greene,University of Southern Mississippi,Political Science department,MS,4.083333333333333,18
702,Katherine Jones,Philadelphia University,Geography department,PA,3.4722222222222223,18
705,Kathleen McFadden,Northern Illinois University,Business department,IL,3.7,20
706,Kathleen Ochshorn,University of Tampa,English department,FL,3.9473684210526314,19
707,Kathleen Sinning,Western Michigan University,Accounting department,MI,4.775,20
708,Kathryn Denning,York University (all campuses),Anthropology department,ON,4.55,20
711,Kathy Haddad,Chaffey College (all campuses),Fine Arts department,CA,4.65,20
712,Kathy Johnson,Volunteer State Community College,Mathematics department,TN,4.25,20
713,Kathy Moore,Santiago Canyon College,Mathematics department,CA,4.05,20
714,Kathy Stoessl,Langara College,Education department,BC,3.4,10
715,Kay Bishop,University at Buffalo (SUNY Buffalo),Library Science department,NY,1.9,10
718,Kayla Haynie,Harding University,English department,AR,4.725,20
719,Kazim Ruhi,University of Maryland,Business department,MD,3.5833333333333335,18
722,Kelli Carmean,Eastern Kentucky University,Anthropology department,KY,3.975,20
723,Kelly Kadera,University of Iowa,Political Science department,IA,2.275,20
726,Kelvin Jasek-Rysdahl,California State University Stanislaus,Economics department,CA,4.05,20
728,Ken Milner,Salisbury University,Education department,MD,3.3,20
729,Ken Moynihan,Assumption College,History department,MA,3.7083333333333335,12
730,Ken Sumner,Montclair State University,Psychology department,NJ,2.05,20
731,Kenneth Hicks,Seneca College of Applied Arts and Technology-ALL,Business department,ON,1.875,20
732,Kenneth Loparo,Case Western Reserve University,Electrical Engineering department,OH,3.65,20
733,Kenneth Riegle,University of California Irvine,Biology department,CA,3.1333333333333333,15
735,Kenny Peters,Carlow University,Mathematics department,PA,3.236842105263158,19
736,Kent Yager,Gettysburg College,Languages department,PA,4.705882352941177,17
737,Kerry Marbury,Fairmont State University,Ethnic Studies department,WV,4.9411764705882355,17
738,Kevin Hanson,University of Utah,Film department,UT,3.4583333333333335,12
741,Kevin Rahimzadeh,Eastern Kentucky University,English department,KY,4.9,20
742,Kim Finn,DeVry University,Psychology department,NJ,4.575,20
743,Kim Fuji,Monterey Peninsula College,Physical Ed department,CA,4.5,20
744,Kim Specht,Denison University,Chemistry department,OH,2.590909090909091,11
745,Kimiko Manes,Bucks County Community College,Languages department,PA,4.444444444444445,9
746,Klaas Kraay,Ryerson University,Philosophy department,ON,4.25,20
747,Klara Gubacs-Collins,Montclair State University,Physical Ed department,NJ,4.55,20
749,Kojo Dei,John Jay College of Criminal Justice,Anthropology department,NY,2.736842105263158,19
750,Konrad Sadkowski,University of Northern Iowa,Humanities department,IA,3.2,20
751,Kristen Asplin,University of Pittsburgh at Greensburg,Psychology department,PA,4.375,20
752,Kristine Fitch,University of Iowa,Communication department,IA,2.9,20
753,Kurt Panter,Bowling Green State University,Science department,OH,2.892857142857143,14
754,L Assante,Volunteer State Community College,Communication department,TN,4.105263157894737,19
755,L Schibig,Volunteer State Community College,Science department,TN,2.625,20
756,L Stephens,Volunteer State Community College,Business department,TN,2.3333333333333335,15
757,Lana Carnes,Eastern Kentucky University,Business department,KY,3.236842105263158,19
760,Larry Goff,El Centro College,Psychology department,TX,3.1538461538461537,13
761,Larry Hardy,Georgia State University Perimeter College - Decatur,Mathematics department,GA,2.45,20
762,Lashun Griffin,Lone Star College (all),English department,TX,2.95,20
763,Laura Colbert,Harper College,Theater department,IL,3.388888888888889,18
765,Laura Newhart,Eastern Kentucky University,Philosophy department,KY,3.25,20
766,Laura Orella,De Anza College,English department,CA,1.975,20
767,Laura Prividera,East Carolina University,Communication department,NC,4.2631578947368425,19
769,Lauren Baumbach,Philadelphia University,Architecture department,PA,3.5,12
771,Lauren Kingsley,University of Michigan,English department,MI,3.7222222222222223,9
772,Lauren Perdue,Central Connecticut State University,Psychology department,CT,2.25,20
774,Laurie Iten,Purdue University - West Lafayette,Biology department,IN,2.175,20
775,Laurie Ross,Mt. San Jacinto College (all campuses),English department,CA,4.0,17
776,Lawrence Kahn,Cornell University,Economics department,NY,2.6,10
777,Lawrence Orihuela,Florida International University,Education department,FL,4.75,20
778,Leah Hutchison,University of Alabama at Birmingham,English department,AL,4.375,20
780,Lee Grenci,Pennsylvania State University,Earth Science department,PA,3.4411764705882355,17
782,Leon Stokesbury,Georgia State University,English department,GA,2.8125,16
783,Leonard Salvo,Ashland University,Music department,OH,5.0,15
784,Les Boggess,Fairmont State University,Criminal Justice department,WV,4.638888888888889,18
785,Leslie Abramson,University of Louisville,Law department,KY,4.55,10
786,Leslie Chadrakantha,John Jay College of Criminal Justice,Mathematics department,NY,3.125,20
787,Leslie Looney,University Of Illinois at Urbana-Champaign,Astronomy department,IL,4.675,20
790,Ligon,University of Alabama,Finance department,AL,3.611111111111111,9
791,Lilli Downes,Harford Community College,Sociology department,MD,4.166666666666667,18
793,Linda Burns,Carlow University,Women\'s Studies department,PA,2.75,8
795,Linda Lubrano,American University,International Studies department,DC,2.4,15
797,Linda Shelton,Utah Valley University,English department,UT,4.475,20
798,Linda Toth,California University of Pennsylvania,Psychology department,PA,4.15,20
800,Lisa Keys,Southern Illinois University - Edwardsville,History department,IL,3.8125,16
801,Lisa Mach,Alvin Community College,English department,TX,4.7727272727272725,11
803,Lisa Robson,Brandon University,English department,MB,3.175,20
806,Liz Dameron,Tallahassee Community College,Mathematics department,FL,4.675,20
808,Lorelle Semley,Wesleyan University,History department,CT,2.6666666666666665,9
810,Lourdes Espana,Miami Dade College (all),Mathematics department,FL,4.375,20
812,Louvincy Brown,Georgia State University Perimeter College - Decatur,Communication department,GA,3.9166666666666665,18
815,Luoheng Han,University of Alabama,Geography department,AL,1.9615384615384615,13
816,Lynn Curtright,Tallahassee Community College,History department,FL,3.1,20
817,Lynn Loutzenhiser,University of Regina,Psychology department,SK,3.1923076923076925,13
818,Lynn Mattie,El Centro College,Culinary Arts department,TX,3.75,12
819,Lynn Zeigler,Georgia State University Perimeter College - Decatur,Science department,GA,4.5,20
820,Lynne Schubert,DeVry University,Communication department,NJ,1.3421052631578947,19
824,Malcolm Potter,Pasadena City College,Sociology department,CA,4.7,20
825,Manuel Daniels,Tallahassee Community College,Biology department,FL,3.45,20
828,Marc Stern,Bentley University,History department,MA,2.8,20
831,Margaret Sweet,Lansing Community College,Psychology department,MI,2.8421052631578947,19
836,Marguerite Jackson-Jones,Southwest Tennessee Community College (all campuses),Writing department,TN,3.6,20
837,Maria Beth Grabe,Indiana University Bloomington,Journalism department,IN,3.236842105263158,19
838,Maria Fitzpatrick,Chaffey College (all campuses),Psychology department,CA,3.5,20
839,Maria Fressola,Bergen Community College,Nursing department,NJ,3.325,20
840,Marilyn Knight,University of South Carolina Upstate,Fine Arts department,SC,4.35,20
841,Marilyn Rose,Brock University,English department,ON,3.8333333333333335,15
843,Marjory Saunders,Massachusetts Bay Community College,English department,MA,4.65625,16
844,Mark Bryan,Denison University,Theater department,OH,4.75,10
846,Mark Damen,Utah State University,History department,UT,4.725,20
848,Mark Liff,Philadelphia University,Physics department,PA,3.0,19
849,Mark McKibben,Goucher College,Mathematics department,MD,4.428571428571429,14
850,Mark Perlman,Sonoma State University,Fine Arts department,CA,3.607142857142857,14
851,Mark Sirkin,Wright State University,Political Science department,OH,2.425,20
852,Mark Unno,University of Oregon,Theology department,OR,4.325,20
853,Mark Wessel,Glendale Community College,Fine Arts department,CA,4.571428571428571,14
854,Markus Schneider,University of Florida,Computer Science department,FL,3.111111111111111,18
855,Marlene Tromp,Denison University,Women\'s Studies department,OH,4.333333333333333,15
856,Marlos Scrimger,University of Michigan - Flint,Geography department,MI,4.125,20
857,Martha Browne,Pasadena City College,Mathematics department,CA,2.275,20
858,Martha Malaty,Orange Coast College,Computer Science department,CA,1.925,20
859,Martha McCluskey,University at Buffalo (SUNY Buffalo),Law department,NY,1.6071428571428572,14
860,Martha Zlokovich,Southeast Missouri State University,Psychology department,MO,2.888888888888889,18
861,Martin Bakker,University of Alabama,Chemistry department,AL,2.65,20
862,Martin Frey,University of Tulsa,Law department,OK,2.875,12
863,Martin Halpern,Henderson State University,History department,AR,2.25,12
866,Mary Ann Nichols,Pasadena City College,English department,CA,3.175,20
867,Mary Brown,Columbus State Community College,Biology department,OH,3.975,20
868,Mary Curtner Smith,University of Alabama,Humanities department,AL,3.0,20
869,Mary Donaghy,Arkansas State University,Sociology department,AR,3.95,20
870,Mary Galvin,Butte College,History department,CA,1.85,10
872,Mary McHugh,Merrimack College,Political Science department,MA,4.666666666666667,15
874,Mary Moss,Maryville College,English department,TN,3.7777777777777777,9
875,Mary Phillips,Tulsa Community College,Biology department,OK,4.75,20
876,Mary Richardson,San Diego State University,Languages department,CA,4.0625,16
877,Mary Shea,Napa Valley College,Languages department,CA,3.025,20
878,Mary Talbert,Tulsa Community College,Mathematics department,OK,4.944444444444445,9
879,Mary Winn,La Salle University,Psychology department,PA,2.95,20
880,Maryam Vulis,Queensborough Community College,Mathematics department,NY,2.6785714285714284,14
881,Maryann Sydlik,Kalamazoo Valley Community College,Biology department,MI,4.125,8
884,Mathew Horn,Utah Valley University,Chemistry department,UT,2.25,20
887,Matthew Erdelyi,Brooklyn College,Psychology department,NY,1.625,20
888,Matthew Johnson,Baruch College,Statistics department,NY,4.416666666666667,12
889,Matthew Neal,Denison University,Mathematics department,OH,3.9,20
890,Matthew Reimer,St. Cloud State University,Health Science department,MN,4.131578947368421,19
891,Matthew Unger,Tallahassee Community College,Theology department,FL,4.775,20
893,Max Smith,Normandale Community College,English department,MN,1.95,20
895,McVey,Volunteer State Community College,Mathematics department,TN,3.4473684210526314,19
896,Meghan Murphy-Lee,University of Arizona,Humanities department,AZ,4.052631578947368,19
897,Mei-ling Wang,University of the Sciences in Philadelphia,Communication department,PA,4.458333333333333,12
899,Melanie Grosser,University of Cincinnati Blue Ash College,Psychology department,OH,4.833333333333333,15
901,Melissa Knous,Angelina College,English department,TX,4.833333333333333,9
902,Melissa Lenczewski,Northern Illinois University,Geology department,IL,3.375,20
905,Michael Arminio,Miami Dade College (all),Science department,FL,4.0,20
906,Michael Ballard,Eastern Kentucky University,Health Science department,KY,3.5833333333333335,12
907,Michael Besney,Northern Alberta Institute of Technology,Computer Science department,AB,4.5,20
908,Michael Blitz,John Jay College of Criminal Justice,English department,NY,4.325,20
909,Michael Chaney,Savannah College of Art and Design,Film department,GA,4.3,15
910,Michael Critelli,El Camino College,Philosophy department,CA,4.55,20
912,Michael Devine,Acadia University,Theater department,NS,4.222222222222222,9
914,Michael Kumpf,Valparaiso University,Classics department,IN,3.875,16
915,Michael Kwag,Boston University,Accounting department,MA,3.175,20
916,Michael MacKinnon,Mount Saint Vincent University,Political Science department,NS,4.3,10
918,Michael McGee,Radford University,Psychology department,VA,3.9,20
919,Michael Milburn,University of Massachusetts - Boston,Psychology department,MA,3.4,20
921,Michael Pratt,Queen\'s University at Kingston,Law department,ON,4.076923076923077,13
922,Michael Rooney,Pasadena City College,Philosophy department,CA,3.9,20
923,Michael Scanlin,Elizabethtown College,Science department,PA,4.361111111111111,18
924,Michael Scarlatos,Pace University (all),Economics department,NY,1.15,20
925,Michael Suetta,Philadelphia University,Ethnic Studies department,PA,4.7894736842105265,19
926,Michele Serra,Palomar College,Speech department,CA,4.764705882352941,17
927,Michelle Burnham,Santa Clara University,English department,CA,3.46875,16
929,Michelle Townsel,Miami Dade College (all),Mathematics department,FL,4.555555555555555,18
930,Middleton,Brock University,Science department,ON,3.7,10
931,Mike Dinneen,Tulsa Community College,Political Science department,OK,4.875,20
933,Mike Splane,San Jose State University,Business department,CA,4.975,20
934,Milagros Ranoa,Brandon University,Social Science department,MB,4.125,12
935,Mima Petrovic,Ryerson University,History department,ON,3.8157894736842106,19
936,Mimi Fagan,Rock Valley College,Education department,IL,4.375,8
937,Minnhoi Wroble- Biglan,Pennsylvania State University - Beaver,Psychology department,PA,3.25,10
938,Mitchell Snay,Denison University,History department,OH,4.666666666666667,15
939,Moataz Emam,Mount Holyoke College,Physics department,MA,3.1,15
940,Monica Reimer,University of Victoria,Chemistry department,BC,1.2,20
941,Monica Rodriguez,University at Albany (SUNY Albany),Psychology department,NY,3.2,20
942,Morna Livingston,Philadelphia University,Architecture department,PA,2.075,20
944,Mortez Aabdollah,New Jersey City University,Computer Science department,NJ,3.575,20
945,Muhammad Sharif,University of Alabama,Engineering department,AL,2.5,20
947,Mulloy Robertson,Volunteer State Community College,Mathematics department,TN,1.875,20
948,Murphy,Long Beach City College,Biology department,CA,2.6875,8
949,Murray Teitell,DeVry University,Computer Science department,CA,3.9375,8
950,Mustafa Karakul,York University (all campuses),Management department,ON,4.2,20
954,Nancy Carnal,San Francisco State University,Biology department,CA,4.153846153846154,13
955,Nancy Edwards,University of Delaware,Education department,DE,3.5,14
956,Nancy Eng,St. John\'s University,Communication department,NY,2.7941176470588234,17
957,Nancy Estrada,University of Pittsburgh at Greensburg,Humanities department,PA,4.75,12
958,Nancy Jones,La Salle University,Chemistry department,PA,4.527777777777778,18
960,Ned Barden,Massachusetts College of Pharmacy & Health Science,Biology department,MA,4.8,20
961,Neil Heywood,University of Wisconsin - Stevens Point,Geography department,WI,3.7,20
963,Nicolas Robidoux,Laurentian University of Sudbury,Mathematics department,ON,3.107142857142857,14
965,Nina-Nash Robertson,Central Michigan University,Music department,MI,4.15,20
966,Nirmal Gupta,Ryerson University,Marketing department,ON,4.3,20
967,Nora Jean Paradis,Northern Alberta Institute of Technology,Computer Science department,AB,2.5,11
968,Norbert Bartel,York University (all campuses),Physics department,ON,4.15,20
969,Norm Johnson,Ithaca College,Theater department,NY,3.769230769230769,13
970,Norma Chase,Massachusetts College of Pharmacy & Health Science,Physics department,MA,2.7222222222222223,18
971,Norma Manatu,John Jay College of Criminal Justice,Communication department,NY,4.2105263157894735,19
973,Norman Kinney,Southeast Missouri State University,Psychology department,MO,3.2,20
975,Nukte Edguer,Brandon University,Psychology department,MB,2.0789473684210527,19
976,Nyenty Arrey,Capital University,Chemistry department,OH,2.675,20
977,Odette Bruneau,Luther College,Education department,IA,4.642857142857143,14
980,Owen Mertens,Missouri State University,Mathematics department,MO,4.25,20
983,P Lawson,Volunteer State Community College,Psychology department,TN,2.8,20
984,P Nicoletto,Lamar University,Biology department,TX,4.65,20
985,Pam Hood,San Francisco State University,Philosophy department,CA,3.75,20
987,Pamela Cumpton,Illinois Institute of Art - Schaumburg,English department,IL,4.769230769230769,13
988,Pamela Jackson,Radford University,Psychology department,VA,2.6052631578947367,19
989,Panos Alexakos,Santa Fe College,Philosophy department,FL,4.05,20
991,Parris Powers,Volunteer State Community College,Chemistry department,TN,4.3,20
992,Pat Cyrgalis,Lakeland Community College,Nursing department,OH,1.0416666666666667,12
993,Pat Ledbetter,North Central Texas College,History department,TX,3.525,20
994,Pat Sawyer,Middlesex Community College,Psychology department,CT,4.868421052631579,19
995,Pat Zrolka,Georgia State University Perimeter College - Decatur,Mathematics department,GA,4.75,20
997,Patricia Cassin,Nassau Community College,Biology department,NY,2.7916666666666665,12
998,Patricia Mancini,Bridgewater State University,Biology department,MA,3.9166666666666665,18
999,Patricia Renick,Wright State University,Education department,OH,3.033333333333333,15
1000,Patricia Yancey,Southeast Missouri State University,Education department,MO,4.5,20
1001,Patrick Baude,Indiana University Bloomington,Law department,IN,3.3,10
1003,Patrick Martin Petkovich,Queen\'s University at Kingston,Biochemistry department,ON,4.2105263157894735,19
1004,Patrick McMullen,Wake Forest University,Business department,NC,3.3181818181818183,11
1005,Paul Bender,Ohio Northern University,English department,OH,3.2,15
1006,Paul Bush,Franklin Pierce University,Journalism department,NH,3.638888888888889,18
1007,Paul Clark,Albright College,Literature department,PA,4.25,12
1010,Paul Grobstein,Bryn Mawr College,Biology department,PA,3.8181818181818183,11
1011,Paul Haynie,Harding University,History department,AR,4.2,20
1012,Paul Kjellberg,Whittier College,Philosophy department,CA,4.230769230769231,13
1013,Paul Nacozy,Austin Community College,Computer Science department,TX,1.425,20
1014,Paul Pecorino,University of Alabama,Economics department,AL,2.525,20
1016,Paul Sparks,Evergreen State College,Fine Arts department,WA,3.2916666666666665,12
1017,Paul Stevens,York University (all campuses),History department,ON,3.7142857142857144,14
1018,Paul Velleman,Cornell University,Social Science department,NY,3.35,20
1019,Paul Weiss,Kettering University,Mathematics department,MI,3.0,19
1020,Paula Moore,Eastern Kentucky University,Sociology department,KY,1.8571428571428572,14
1021,Paulette Swartzfager,Loyola University New Orleans,English department,LA,4.7,20
1022,Paulette Tandy,University of Nevada Las Vegas,Accounting department,NV,3.575,20
1023,Paulo Horta,Simon Fraser University,Humanities department,BC,3.1578947368421053,19
1024,Peggy Maher,Maryville College,Languages department,TN,2.5555555555555554,9
1025,Penny Foster,Anne Arundel Community College (all campuses),Computer Science department,MD,3.026315789473684,19
1026,Peter B. Harris,Colby College,English department,ME,4.21875,16
1027,Peter Bloom,Smith College,Music department,MA,3.7083333333333335,12
1028,Peter Conti,College of Staten Island (CUNY - Staten Island),English department,NY,3.75,20
1029,Peter Foreman,Illinois State University,Management department,IL,3.2222222222222223,18
1030,Peter Geib,Minnesota State University Moorhead,Business department,MN,4.433333333333334,15
1031,Peter Jurs,Pennsylvania State University,Chemistry department,PA,3.3,20
1032,Peter Kuhlman,Denison University,Chemistry department,OH,4.882352941176471,17
1033,Peter Pezzolo,Kean University (all campuses),Philosophy department,NJ,3.625,20
1034,Phil Matheson,Utah Valley University,Physics department,UT,3.4,20
1035,Phil White,Rochester Institute of Technology,Computer Science department,NY,3.775,20
1036,Philip Burge,Towson University,Psychology department,MD,3.675,20
1037,Philip Harsha,Missouri State University,Accounting department,MO,2.4375,8
1038,Philip Rothschild,Missouri State University,Business department,MO,2.425,20
1039,Philippe Bossaers,Parkland College,Mathematics department,IL,4.0,19
1040,Phillip Anz-Meador,Embry-Riddle Aeronautical University Worldwide,Physics department,AZ,3.6470588235294117,17
1041,Phyllis Goodman,College of DuPage,Business department,IL,2.7333333333333334,15
1042,Phyllis Hirsch,East Los Angeles College,Science department,CA,1.975,20
1044,Preston Allen,Miami Dade College (all),English department,FL,4.4,20
1045,Priscilla Underwood,Quinsigamond Community College,English department,MA,2.5588235294117645,17
1046,Qiang Cui,University of Wisconsin - Madison,Chemistry department,WI,2.2,20
1048,R Hackney,Volunteer State Community College,Biology department,TN,3.6578947368421053,19
1051,R. Donahoe,University of Alabama,Geology department,AL,2.8055555555555554,18
