prof_ID,professor,school,department,state,average_rating,review_count,att_rating,delta
334,Donna Chambers,Millersville University,Languages department,PA,4.833333333333333,15,4.815413766607844,-0.017919566725488778
335,Donna Long,Fairmont State University,English department,WV,4.289473684210527,19,4.387429407896078,0.09795572368555039
337,Donna Woolard,Campbell University,Health Science department,NC,4.475,20,4.4099823850268995,-0.0650176149731001
338,Dorathea Halpert,Brooklyn College,Psychology department,NY,1.95,20,1.9563030044735872,0.006303004473587226
340,Doug MacIntyre,Brandon University,Science department,MB,3.409090909090909,11,3.418711685145692,0.00962077605478262
341,Doug Zentz,Ferris State University,Engineering department,MI,3.0789473684210527,19,3.0910774836235313,0.012130115202478642
342,Douglas Johansen,University of North Florida,Marketing department,FL,3.225,20,3.6199355891898186,0.3949355891898185
343,Doyoung Lee,California State University,Asian American Studies department,Northridge,1.9,20,2.005207241982164,0.10520724198216413
344,Dr. Shingle,Immaculata University,Biology department,PA,3.954545454545455,11,3.9023460789701545,-0.05219937557530052
346,Draga Vidakovic,Georgia State University,Mathematics department,GA,2.3125,8,2.628023065749718,0.3155230657497179
347,Duane Castanier,Eastern Michigan University,Education department,MI,4.4,20,4.313059117322065,-0.08694088267793543
348,Duane Griffin,Bucknell University,Geography department,PA,2.55,20,2.562201434046851,0.012201434046851034
350,Duo Zhang,Missouri University of Science and Technology,Economics department,MO,3.75,18,3.732263521373122,-0.017736478626877883
351,Dwayne Rurka,Northern Alberta Institute of Technology,Computer Science department,AB,3.3461538461538463,13,3.3925067343521365,0.0463528881982902
353,E Lester,Volunteer State Community College,Mathematics department,TN,2.875,20,2.8758118368955894,0.0008118368955893907
355,Ed Bosworth,Columbus State University,Computer Science department,GA,2.1842105263157894,19,2.322797965631453,0.13858743931566364
356,Ed Giardina,Art Institute of California - Orange County,Graphic Arts department,CA,4.5,18,4.406219235832547,-0.09378076416745262
357,Ed Inch,Pacific Lutheran University,Communication department,WA,3.111111111111111,9,3.36369696426818,0.25258585315706883
358,Ed Pavlic,Union College,English department,NY,3.7222222222222223,9,3.999109548859132,0.27688732663690985
359,Edith Hays,Texas Woman\'s University,Mathematics department,TX,3.25,20,3.3277796095761674,0.07777960957616736
360,Effie Cochran,John Jay College of Criminal Justice,English department,NY,3.8333333333333335,18,3.9161798159215966,0.0828464825882631
361,Eleanor Branch,Guilford College,English department,NC,3.4285714285714284,14,3.474812136939726,0.04624070836829741
362,Eli Amdur,Fairleigh Dickinson University - Metropolitan,Business department,NJ,4.789473684210527,19,4.695614967248814,-0.0938587169617131
363,Elinor Brown,University of Kentucky,Education department,KY,2.9375,8,3.0828276835089437,0.14532768350894365
364,Elizabeth Allen,Philadelphia University,Writing department,PA,2.647058823529412,17,2.912340531979371,0.265281708449959
365,Elizabeth Bloch-Smith,Saint Joseph\'s University,Theology department,PA,3.147058823529412,17,3.098857470662201,-0.04820135286721117
367,Elizabeth Salter,University of Texas at Dallas,Anthropology department,TX,3.25,20,3.25848124003371,0.00848124003370998
368,Elizabeth Spievak,Bridgewater State University,Psychology department,MA,3.275,20,3.299032249842834,0.02403224984283403
369,Elizabeth Van Den Berg,McDaniel College,Theater department,MD,3.8055555555555554,18,3.8355285416899725,0.029972986134417123
370,Elle Feth,Columbus State Community College,Natural Sciences department,OH,2.1666666666666665,18,2.233333287580439,0.06666662091377251
371,Ellen Knapp,Philadelphia University,Mathematics department,PA,2.6944444444444446,18,2.8514860370316257,0.1570415925871811
372,Ellie Ragland,University of Missouri - Columbia,English department,MO,2.5,9,2.380488477986876,-0.11951152201312398
373,Ellis Jones,Sacramento City College,Sociology department,CA,4.433333333333334,15,4.469028495666344,0.03569516233301062
374,Emily Blanck,Rowan University,History department,NJ,3.675,20,3.694414419306407,0.019414419306407193
378,Eric Ericksen,Grand Valley State University,Business department,MI,2.805555555555556,18,2.929212630792191,0.12365707523663527
379,Eric Rawdon,Duquesne University,Mathematics department,PA,4.233333333333333,15,4.166782907625686,-0.06655042570764724
380,Eric Ruckh,Southern Illinois University - Edwardsville,History department,IL,3.4,20,3.424462560669941,0.024462560669940903
381,Eric Winters,Denison University,Health Science department,OH,3.4375,8,3.338564627143332,-0.0989353728566682
382,Erica Abeel,John Jay College of Criminal Justice,Languages department,NY,3.1666666666666665,15,3.0589330174328273,-0.10773364923383921
384,Erin Finn,La Salle University,Communication department,PA,3.75,12,3.754983545000171,0.0049835450001709525
385,Ernie Rice,Arkansas State University,Journalism department,AR,3.8333333333333335,9,3.669800255518742,-0.16353307781459137
386,Eugene A. Berg,California State University,Chemistry department,Northridge,4.075,20,4.008233360250963,-0.06676663974903718
387,Eugene Cuevas,University of Alabama at Birmingham,English department,AL,3.5,20,3.649784004918139,0.14978400491813915
388,Eugenia Malitsky,University of Wisconsin - Madison,Mathematics department,WI,2.75,20,2.7680139857040267,0.01801398570402668
390,Evalee Lasater,Missouri University of Science and Technology,Education department,MO,2.25,12,2.9513436870232255,0.7013436870232255
391,Everett Fox,Clark University,History department,MA,4.2,20,4.177841318401622,-0.02215868159837786
392,Ewa Wasilewska,University of Utah,Anthropology department,UT,2.575,20,2.590678319891518,0.015678319891518022
393,Ewing Chinn,Trinity University,Philosophy department,TX,2.25,10,2.5040261877010783,0.2540261877010783
396,F.S.J. Ledgister,Clark Atlanta University,Political Science department,GA,4.5,14,4.384691178832562,-0.11530882116743779
398,Faye Smyle,Napa Valley College,Education department,CA,4.409090909090909,11,4.389530198704272,-0.01956071038663687
401,Filiz Dogru,Grand Valley State University,Mathematics department,MI,2.975,20,2.957123394944605,-0.0178766050553949
402,Francis Catalano,Pasadena City College,Humanities department,CA,3.975,20,4.041743305640016,0.06674330564001574
405,Francisco Balderrama,California State University Los Angeles,Chicano Studies department,CA,4.35,20,4.38934726891726,0.03934726891726026
406,Frank Foster,Seneca College of Applied Arts and Technology-ALL,Business department,ON,4.975,20,4.908507902116524,-0.06649209788347576
407,Frank Giarratani,University of Pittsburgh,Economics department,PA,3.975,20,3.959214577566584,-0.015785422433415963
408,Frank Harvey,Dalhousie University,Political Science department,NS,3.225,20,3.1867739782485733,-0.03822602175142675
409,Frank Mitchell,Camden County College,Psychology department,NJ,3.95,20,3.9945751958672466,0.04457519586724645
411,Frank Tsui,University of North Carolina at Chapel Hill,Physics department,NC,3.0,14,3.015656328141596,0.01565632814159601
412,Fred Ream,Central New Mexico Community College,Mathematics department,NM,3.625,20,3.6573374528562703,0.03233745285627032
413,Fred Simmond,Ocean County College,English department,NJ,3.5,12,3.6938037441796165,0.19380374417961654
414,Fred Smoler,Sarah Lawrence College,Literature department,NY,4.090909090909091,11,3.899244274104527,-0.19166481680456382
415,Fred Stewart,Texas A&M University at Commerce,Journalism department,TX,4.35,20,4.355115111146112,0.0051151111461127385
417,Freda Decerbo,Parkland College,Psychology department,IL,3.8846153846153846,13,3.7076424200469797,-0.17697296456840483
418,Frederick Amrine,University of Michigan,German department,MI,3.675,20,3.6834112408587827,0.008411240858782865
419,Frederick Frank,Volunteer State Community College,Biology department,TN,4.2,20,4.167579401925839,-0.03242059807416098
420,Frederick Kaufman,Ithaca College,Philosophy department,NY,3.3,20,3.4120891121389496,0.11208911213894979
421,Frederick Phelps,Central Michigan University,Physics department,MI,1.525,20,1.553062548964292,0.028062548964292056
424,G Cutler,Volunteer State Community College,Accounting department,TN,4.5,9,4.494498081627773,-0.0055019183722269105
425,G. Creighton Frampton,Philadelphia University,Business department,PA,3.473684210526316,19,3.4007672801489197,-0.07291693037739622
426,Gabrielle Michaelis,Cumberland County College,Mathematics department,NJ,4.526315789473684,19,4.545222525415989,0.018906735942304742
428,Gale Bruce,Georgia State University Perimeter College - Decatur,English department,GA,4.6,20,4.484074238137561,-0.11592576186243875
430,Gamble,West Chester University of Pennsylvania,Literature department,PA,4.7368421052631575,19,4.689678466704137,-0.04716363855902017
431,Garrison Sposito,University of California Berkeley,Engineering department,CA,3.8333333333333335,18,3.8365485456175055,0.0032152122841719866
432,Gary Bruce,University of Waterloo,History department,ON,4.775,20,4.752133473204223,-0.022866526795777276
433,Gary Clark,Indiana University of Pennsylvania,Health Science department,PA,4.294117647058823,17,4.277611389778409,-0.016506257280414438
434,Gary Toller,McDaniel College,Physics department,MD,3.5526315789473686,19,3.4891240246993376,-0.063507554248031
435,Gay Sweely,Eastern Kentucky University,Art History department,KY,4.921052631578948,19,4.904083003194482,-0.016969628384465807
436,Gene Pouncy,El Centro College,English department,TX,2.825,20,2.8712823511875003,0.046282351187500126
441,Gerald Ludwig,West Los Angeles College,Business department,CA,4.4,20,4.405748108475715,0.005748108475714275
442,Gerald McCausland,University of Pittsburgh,Russian department,PA,3.473684210526316,19,3.468089834165701,-0.005594376360614994
444,Gerald Visgilio,Connecticut College,Economics department,CT,3.272727272727273,11,3.2626539968556076,-0.010073275871665288
445,Geri Olson,Sonoma State University,Psychology department,CA,3.2,20,3.4073610703790917,0.20736107037909157
446,Gerry McKeon,Western University,Mathematics department,ON,2.136363636363636,11,2.284353994125217,0.14799035776158131
448,Glanville,San Francisco State University,Philosophy department,CA,2.763157894736842,19,3.0198302140204083,0.25667231928356626
449,Glenda Williams,University of Alabama,Communication department,AL,4.5625,16,4.482112871862066,-0.08038712813793403
450,Glenn Carter,Sonoma State University,Computer Science department,CA,3.75,20,3.779604863441196,0.02960486344119584
451,Glenna Vanderhoof,Missouri State University,Computer Information Systems department,MO,4.95,20,4.836353750475431,-0.11364624952456914
453,Greg Detweiler,Morehead State University,Music department,KY,4.0588235294117645,17,3.8231683460969945,-0.23565518331476998
454,Greg Heberling,Anderson University,Business department,IN,3.727272727272727,11,3.582965316925481,-0.14430741034724592
455,Greg Osland,Butler University,Marketing department,IN,3.625,12,3.6182623018640148,-0.006737698135985237
457,Gregory Neil Kawchuk,University of Calgary,Kinesiology department,AB,4.807692307692308,13,4.800512114391473,-0.007180193300835747
458,Greta Vollmer,Sonoma State University,English department,CA,3.642857142857143,14,3.6651856924824506,0.022328549625307836
460,Griswold,Kishwaukee College,History department,IL,1.818181818181818,11,1.8308140425439432,0.0126322243621253
461,Guy King,California State University Chico,Geography department,CA,4.275,20,4.28150774696053,0.006507746960529914
462,H Espravnik,Volunteer State Community College,Communication department,TN,3.7777777777777777,9,3.4825320475955817,-0.295245730182196
464,H Lawson,Volunteer State Community College,Mathematics department,TN,2.923076923076923,13,2.9300199134879326,0.006942990411009653
465,H Mann,Volunteer State Community College,Biology department,TN,4.775,20,4.73927953500613,-0.03572046499387049
466,HENGAMEH Hosseini,King\'s College,Languages department,PA,3.825,20,3.773289846686482,-0.05171015331351825
467,Hal Blythe,Eastern Kentucky University,English department,KY,4.868421052631579,19,4.79508527178571,-0.073335780845869
470,Harihar Khanal,Embry-Riddle Aeronautical University,Mathematics department,FL,3.4,20,3.62857008484247,0.22857008484246988
471,Harry Meshaw,University of North Florida,Business department,FL,3.45,10,3.4638413253518947,0.013841325351894529
473,Hassan Qudrat-Ullah,York University (all campuses),Management department,ON,2.526315789473684,19,2.713166455580696,0.18685066610701195
474,Heather Adams-Blair,Eastern Kentucky University,Physical Ed department,KY,4.730769230769231,13,4.3285703460186,-0.40219888475063126
475,Heather Albanesi,University of Colorado Colorado Springs,Sociology department,CO,4.53125,16,4.543867677270807,0.012617677270807093
476,Heibatollah Sami,Temple University,Accounting department,PA,2.0,16,2.2049178257246997,0.20491782572469974
477,Henry Schreiber,University of Texas at Tyler,Psychology department,TX,2.6578947368421053,19,2.6451035446686397,-0.012791192173465582
479,Hilary Seagle,Southwestern Community College,Mathematics department,NC,3.3076923076923075,13,3.501241340958088,0.19354903326578032
482,Howard Shorr,Portland Community College,History department,OR,2.9375,8,3.041272475659733,0.10377247565973313
483,Hugh Afshari,National University,History department,CA,4.05,20,4.0221133620484215,-0.027886637951578308
484,Husam Quereshi,Foothill College,Mathematics department,CA,3.95,20,3.94642285835497,-0.003577141645030313
486,Ian Gellatly,University of Alberta,Business department,AB,2.973684210526316,19,2.950118600367274,-0.023565610159042016
487,Ian Kinder,Oakland Community College - Royal Oak,Physical Education department,MI,4.1,20,4.197473868014615,0.09747386801461566
488,Ian McMahan,Brooklyn College,Psychology department,NY,3.3,20,3.270854966387204,-0.029145033612795856
489,Ian Short,Saint Mary\'s University,Science department,NS,3.25,8,3.5730872084275083,0.32308720842750827
490,Ian Spears,University of Guelph,Political Science department,ON,4.4,20,4.397462898871472,-0.0025371011285280076
491,Ian Wojcik-Andrews,Eastern Michigan University,Childrens Literature department,MI,3.75,20,3.7591048656092942,0.009104865609294244
493,Ida Slusher,Eastern Kentucky University,Nursing department,KY,2.6,20,2.6660454104958196,0.06604541049581947
495,Imafidon Olaye,William Paterson University,Communication department,NJ,3.35,20,3.3206985615410014,-0.029301438458998685
498,Irv Englander,Bentley University,Computer Science department,MA,2.975,20,3.0773901023340384,0.10239010233403834
499,Israel Abramov,Brooklyn College,Psychology department,NY,2.425,20,2.4589408257829986,0.03394082578299873
500,Itzhak Kerstein,Brooklyn College,Languages department,NY,4.208333333333333,12,4.152641998646019,-0.0556913346873138
502,Iwan Alexander,Case Western Reserve University,Mechanical Engineering department,OH,3.1875,16,3.3202168057935566,0.1327168057935566
503,J Allen,Volunteer State Community College,Health Science department,TN,4.535714285714286,14,4.545295833871603,0.009581548157317599
512,J Neilan,Volunteer State Community College,Chemistry department,TN,3.225,20,3.2274481514423408,0.0024481514423406736
513,J Rogers,Radford University,Biology department,VA,4.525,20,4.4933514121519185,-0.03164858784808189
516,Jack Caravanos,Hunter College,Public Health department,NY,4.805555555555555,18,4.7794035245974165,-0.026152030958138894
518,James Allard,Brock University,English department,ON,3.775,20,3.7926777599198447,0.01767775991984477
519,James Arvo,University of California Irvine,Engineering department,CA,4.5,20,4.423482878540377,-0.07651712145962275
520,James Cawley,Case Western Reserve University,Materials Science department,OH,3.583333333333333,18,3.6977785793839084,0.11444524605057538
521,James Cebula,University of Cincinnati Blue Ash College,History department,OH,3.1666666666666665,18,3.314538998699066,0.14787233203239936
522,James Chambers,University of Texas at San Antonio,Biology department,TX,3.125,20,3.1256721098728475,0.0006721098728474928
523,James Curran,John Jay College of Criminal Justice,Law department,NY,4.533333333333333,15,4.516781926482943,-0.01655140685039047
524,James Davig,Wharton County Junior College,Accounting department,TX,2.055555555555556,9,2.215711259400471,0.1601557038449153
525,James Daybell,Central Michigan University,History department,MI,4.052631578947368,19,4.097139020392865,0.044507441445496454
527,James Garner,University of North Florida,Physics department,FL,2.25,20,2.282827581015722,0.03282758101572192
528,James Hannon,Rice University,Physics department,TX,4.0625,8,4.052290037403423,-0.010209962596577249
529,James Muckell,Nyack College,Accounting department,NY,4.766666666666667,15,4.757319290582578,-0.00934737608408831
532,James Robinson,Eastern Michigan University,Communication department,MI,2.264705882352941,17,2.289960229417768,0.025254347064826987
533,James Terry,Stephens College,Fine Arts department,MO,3.6875,16,3.8340796511867534,0.14657965118675342
534,James Tompkins,Kennesaw State University,Finance department,GA,4.2105263157894735,19,4.210819866235677,0.00029355044620338333
535,James Worley,Angelo State University,Theater department,TX,3.4,10,3.1288251897577553,-0.27117481024224466
536,Jamie Bush,University of Toronto - St. George Campus,English department,ON,4.55,10,4.460789342054275,-0.08921065794572502
537,Jamie Mills,University of Alabama,Education department,AL,1.5526315789473684,19,1.705146978669737,0.15251539972236872
540,Jan Tarski,College of San Mateo,Mathematics department,CA,2.6,20,2.6263750837770297,0.026375083777029573
541,Jane Dunn,Henderson State University,Biology department,AR,3.7777777777777777,18,3.7058320414847596,-0.07194573629301804
542,Jane Nodine,University of South Carolina Upstate,Fine Arts department,SC,3.5,13,3.8037971840988782,0.30379718409887824
544,Jans Wager,Utah Valley University,English department,UT,4.425,20,4.3905233733624724,-0.034476626637527374
546,Jason Sloan,Maryland Institute College of Art,Interaction Design & Art department,MD,4.973684210526316,19,4.897452519417814,-0.07623169110850192
548,Jay Ko,Parkland College,Mathematics department,IL,4.15,20,4.297351901914492,0.147351901914492
549,Jean Craig-Teerlink,California College of the Arts,Graphic Arts department,CA,2.923076923076923,13,3.105870215537082,0.18279329246015896
551,Jeff Kurtz,Denison University,Communication department,OH,4.038461538461538,13,4.052825932729329,0.014364394267790459
552,Jeff Lynn,Slippery Rock University,Science department,PA,4.266666666666667,15,4.3770793129796575,0.11041264631299086
553,Jeff Price,Oklahoma State University,Graphic Arts department,OK,3.5,15,3.706186195965643,0.20618619596564303
556,Jeffery Zorn,Santa Clara University,English department,CA,4.052631578947368,19,4.095453513345672,0.04282193439830362
557,Jeffrey Gutliph,Georgia State University Perimeter College - Decatur,Mathematics department,GA,4.575,20,4.438150638208467,-0.1368493617915334
558,Jeffrey Kent,Volunteer State Community College,Biology department,TN,4.475,20,4.48139614884336,0.006396148843360372
560,Jeffrey Salloway,University of New Hampshire (all campuses),Health Science department,NH,3.5526315789473686,19,3.540181080485633,-0.012450498461735737
561,Jeffrey Sawyer,University of Baltimore,History department,MD,3.730769230769231,13,3.908093122392153,0.17732389162292206
562,Jenni Marshall,University of Cincinnati Blue Ash College,Education department,OH,2.875,12,2.7720762283548486,-0.10292377164515143
563,Jennifer Austin,Winthrop University,Music department,SC,4.578947368421052,19,4.335289630738378,-0.24365773768267385
564,Jennifer Jossendal,Kishwaukee College,History department,IL,2.75,20,2.868666123362061,0.11866612336206117
565,Jennifer Krozier,Indiana State University,Criminal Justice department,IN,4.15,20,3.829788376162795,-0.3202116238372055
566,Jennifer Shaw,Sonoma State University,Art History department,CA,3.763157894736842,19,3.883154472428653,0.11999657769181082
567,Jennifer Spock,Eastern Kentucky University,History department,KY,3.925,20,3.8998946194462363,-0.025105380553763545
569,Jeremy Rosenau,Philadelphia University,Business department,PA,2.9642857142857144,14,2.949551576668901,-0.014734137616813303
570,Jeremy Van Antwerp,Calvin College,Engineering department,MI,2.8684210526315788,19,2.9434710287471617,0.07504997611558295
572,Jerome Taylor,University of Pittsburgh,African Studies department,PA,1.7777777777777777,18,1.8085345621853623,0.03075678440758467
573,Jerry Colasurdo,Pasadena City College,Sociology department,CA,4.1,20,4.0285321679077315,-0.07146783209226815
574,Jerry Giger,Malone University,Music department,OH,4.5625,8,4.137364783509527,-0.4251352164904727
576,Jerry Johnson,Western Washington University,Mathematics department,WA,4.15,20,4.082722836784694,-0.06727716321530597
577,Jerry Jones,El Centro College,Music department,TX,3.676470588235294,17,3.687223738173633,0.010753149938338868
578,Jerry Scripps,Grand Valley State University,Computer Science department,MI,3.45,20,3.4667389117408773,0.01673891174087716
580,Jessica Hartos,University of North Carolina at Charlotte,Health Science department,NC,3.954545454545455,11,3.9859465116677097,0.031401057122254716
581,Jessica Wyman,The Ontario College of Art and Design University (OCAD U),Art History department,ON,3.615384615384616,13,3.5656653844624375,-0.04971923092217834
582,Jessie Yearwood,El Centro College,Hospitality department,TX,2.975,20,3.0089539847151388,0.03395398471513866
584,Jim Burns,Texas Tech University,Business department,TX,3.625,16,3.471856776928066,-0.15314322307193384
585,Jim Cantrell,Tennessee Tech University,Film department,TN,4.0625,8,3.8179983688565073,-0.24450163114349266
586,Jim Curtis,University of Waterloo,Sociology department,ON,4.447368421052632,19,4.249229147810484,-0.19813927324214742
587,Jim Lissemore,John Carroll University,Biology department,OH,4.125,20,4.145245227643413,0.020245227643412633
588,Jim Mulrooney,Central Connecticut State University,Biology department,CT,4.75,20,4.676674893908213,-0.07332510609178744
589,Jim Pletcher,Denison University,Political Science department,OH,3.5,17,3.8601574686512263,0.36015746865122633
590,Jim Slowiak,University of Akron,Theater department,OH,3.5,10,3.5337569124821138,0.033756912482113766
591,Jim Uyekawa,East Los Angeles College,Fine Arts department,CA,4.05,20,4.045553826548451,-0.004446173451548852
592,Jim Walker,Indiana University Bloomington,Economics department,IN,3.925,20,3.9377672075540837,0.012767207554083893
593,Jim Whitehead,University of California Santa Cruz,Computer Science department,CA,4.117647058823529,17,4.1309085393523395,0.013261480528810488
595,Joan Felt,Sonoma State University,Languages department,CA,4.575,20,4.56130123978806,-0.013698760211940275
596,Joan Krone,Denison University,Computer Science department,OH,2.4,10,2.634492840825903,0.23449284082590305
597,Joan Lobo,Ryerson University,Finance department,ON,2.575,20,2.622062956155358,0.04706295615535794
598,Joan McAfee,Southern Connecticut State University,Theater department,CT,4.525,20,4.5060333075721015,-0.018966692427898835
599,Joan Sallenger,University of South Carolina,Mathematics department,SC,3.05,20,3.097683219690754,0.047683219690754175
600,Joann Chirico,Pennsylvania State University - Beaver,Sociology department,PA,3.763157894736842,19,3.7014540250212864,-0.06170386971555564
601,Joann Eisberg,Chaffey College (all campuses),Astronomy department,CA,4.275,20,4.3702144009280515,0.09521440092805111
604,Joe Murdico,Moorpark College,Psychology department,CA,4.75,20,4.7394046522236914,-0.01059534777630855
606,Joel Zeitlin,California State University,Mathematics department,Northridge,4.117647058823529,17,4.121624484953451,0.003977426129922357
607,Joey Parker,University of Alabama,Engineering department,AL,4.375,8,4.366911398440451,-0.008088601559548714
609,John Alcaraz,San Diego State University,Health Science department,CA,2.7777777777777777,9,2.7783505632603607,0.0005727854825829937
611,John Baer,Rider University,Education department,NJ,4.05,20,4.123256635082816,0.07325663508281632
612,John Baker,University of Alabama,Engineering department,AL,4.7,20,4.631357863244045,-0.06864213675595554
613,John Beneski,West Chester University of Pennsylvania,Science department,PA,2.025,20,2.0307020319248794,0.005702031924879503
615,John Bryden,Southern Illinois University - Edwardsville,Mathematics department,IL,4.1875,8,4.117009649091071,-0.07049035090892897
616,John Burk,University of Pittsburgh,Mathematics department,PA,4.95,20,4.844030228458421,-0.10596977154157905
617,John Burton,Connecticut College,Anthropology department,CT,4.526315789473684,19,4.532497328128637,0.0061815386549533
618,John Charlesworth,Napa Valley College,Astronomy department,CA,4.2,20,4.19813338810755,-0.0018666118924501873
619,John Constantino,Cumberland County College,History department,NJ,4.941176470588236,17,4.799306820804328,-0.14186964978390826
620,John Corvino,Wayne State University,Philosophy department,MI,4.425,20,4.35843686041053,-0.06656313958947013
621,John Cunningham,Skidmore College,Fine Arts department,NY,2.833333333333333,18,2.8879279135509672,0.05459458021763419
622,John Curra,Eastern Kentucky University,Sociology department,KY,3.55,20,3.56469434522987,0.01469434522987001
623,John Curran,Harper College,Theater department,IL,4.75,8,4.745952870256517,-0.004047129743483424
624,John Douglass,University of Cincinnati Blue Ash College,History department,OH,1.725,20,1.7859939646645373,0.060993964664537215
625,John Enomoto,East Los Angeles College,Computer Science department,CA,3.475,20,3.543069897869885,0.06806989786988504
627,John Everett,Loyola University Maryland,Marketing department,MD,4.5,11,4.449336278449345,-0.050663721550654905
628,John Everitt,Brandon University,Geography department,MB,3.647058823529412,17,3.5659520580743482,-0.0811067654550639
629,John Ferguson,Eastern Kentucky University,Education department,KY,4.461538461538462,13,4.4876774100003605,0.026138948461898792
630,John Gallaher,Northwest Missouri State University,English department,MO,4.5,19,4.488122575181231,-0.011877424818768745
631,John Greenland,Eastern University,Music department,PA,3.9444444444444446,9,3.521629573396373,-0.4228148710480717
632,John Halfman,Hobart and William Smith Colleges,Science department,NY,3.590909090909091,11,3.543742893029676,-0.047166197879414895
636,John Keating,Stevens Institute of Technology,Business department,NJ,2.083333333333333,12,2.3007992087171925,0.21746587538385942
637,John Kneski,Florida International University,Honors department,FL,4.346153846153846,13,4.361368932097113,0.015215085943267148
639,John Moliassa,University of Michigan - Flint,Mathematics department,MI,4.15,20,4.146349862877464,-0.0036501371225359236
640,John Nelson,University of South Carolina,Biology department,SC,4.055555555555555,18,4.036001963800693,-0.019553591754862154
641,John Patierno,Bergen Community College,Anthropology department,NJ,4.631578947368421,19,4.630677814037286,-0.0009011333311352843
642,John Reed,University of Utah,History department,UT,2.9,20,2.9171391184937634,0.017139118493763483
646,John Tudor,Saint Joseph\'s University,Biology department,PA,4.5,20,4.478419444390214,-0.02158055560978589
647,John Verdi,St. John\'s College,Philosophy department,MD,4.9,10,4.678161578686348,-0.2218384213136524
648,John Weigand,West Virginia University,Music department,WV,4.5,10,4.346776811734756,-0.15322318826524395
649,John Westwater,University of Washington,Mathematics department,WA,2.05,10,2.443194072446958,0.39319407244695803
650,John Zenger,Brigham Young University-Idaho,Biology department,ID,4.075,20,4.076046115270063,0.0010461152700624865
651,Johnetta Richards,San Francisco State University,Ethnic Studies department,CA,2.6,20,2.5953559156982644,-0.004644084301735685
653,Jon Fisher,Saint Louis University,Biology department,MO,4.1,20,4.062338788566277,-0.03766121143372292
656,Jon Vredevoogd,Michigan State University,Design department,MI,3.9375,8,3.9564690324978935,0.0189690324978935
657,Jonathan Anning,Slippery Rock University,Science department,PA,4.075,20,4.106429515804567,0.03142951580456721
658,Jonathan Caspi,Montclair State University,Family & Child Studies department,NJ,3.575,20,3.6255869383813497,0.05058693838134953
659,Jonathan Szura,Rutgers - State University of New Jersey,Psychology department,NJ,2.3157894736842106,19,2.3370498291065647,0.02126035542235405
662,Joseph Davidson,Arizona State University,Engineering department,AZ,2.611111111111111,9,2.6177763220711663,0.0066652109600551235
663,Joseph Fruscione,George Washington University,Writing department,DC,3.35,20,3.4352404347121466,0.08524043471214648
664,Joseph Sierra,Pasadena City College,Film department,CA,4.375,20,4.364850150034462,-0.010149849965538138
665,Josh Nichols,Monroe Community College,Geology department,NY,2.625,8,2.5658246829007965,-0.05917531709920354
666,Joy Allameh,Eastern Kentucky University,English department,KY,2.066666666666667,15,2.3756721465987947,0.3090054799321278
670,Juanita Campos,University of Texas at San Antonio,Languages department,TX,3.25,20,3.266036722342741,0.016036722342740894
671,Judy Adams,North Idaho College,Mathematics department,ID,1.2,20,1.3230910611103448,0.12309106111034485
672,Judy Berasi,Pennsylvania State University - Beaver,English department,PA,3.78125,16,3.7726135247881865,-0.008636475211813543
673,Judy Gregg,Citrus College,Psychology department,CA,4.9,20,4.887610690169264,-0.01238930983073594
674,Judy Navas,Sonoma State University,Fine Arts department,CA,2.8947368421052637,19,3.002121952212352,0.10738511010708818
676,Julia Allen,Georgia State University Perimeter College - Decatur,Sociology department,GA,3.05,20,3.1282712759042384,0.07827127590423855
677,Julia Jasken,McDaniel College,English department,MD,4.388888888888889,9,4.384815497946297,-0.00407339094259207
678,Julie Ablarde,Loyalist College,Nursing department,ON,4.5,15,4.327454706899153,-0.1725452931008471
679,Julie Benavides,East Los Angeles College,Family & Consumer Science department,CA,5.0,10,4.975441777929737,-0.02455822207026337
681,Julie Giles,DeVry University - Addison,Business department,IL,3.85,10,4.104234043668341,0.2542340436683408
682,Julie Towell,Wayne State University,English department,MI,2.8421052631578947,19,2.9871766106735627,0.14507134751566797
683,Julie Weishar,Parkland College,Theater department,IL,3.4375,8,3.4546090592891803,0.017109059289180273
684,K Jones,Volunteer State Community College,Mathematics department,TN,3.5454545454545454,11,3.649644949516254,0.10419040406170854
686,K McLean,Volunteer State Community College,Languages department,TN,3.0,10,2.978954531115899,-0.02104546888410086
687,Kaci Ariza,Valencia College - East and West Campus,Graphic Arts department,FL,4.444444444444445,9,4.523516391815215,0.07907194737077017
692,Karen Carr,Rhode Island College,Writing department,RI,3.3,20,3.3117775095990907,0.011777509599090852
693,Karen Debalbian,Northampton Community College,English department,PA,3.625,8,3.6105804740641396,-0.014419525935860378
694,Karen Douglas,San Antonio College,Psychology department,TX,3.175,20,3.157927344224077,-0.01707265577592265
695,Karen Everage,Florida State University,Mathematics department,FL,3.725,20,3.7010720527444034,-0.02392794725559666
696,Karen Kaplowitz,John Jay College of Criminal Justice,English department,NY,4.075,20,3.9595907635507546,-0.11540923644924561
697,Karen Stanish,Keene State College,Mathematics department,NH,4.5,14,4.495762449601297,-0.004237550398703327
698,Karen Stewart,Miami Dade College (all),Humanities department,FL,4.925,20,4.794567504859943,-0.13043249514005684
699,Karlene Ferrante,University of Wisconsin - Stevens Point,Communication department,WI,3.5,20,3.4802643922521375,-0.019735607747862538
